,id,text,label,jav
3978,3978,Semadi ing dhetik-dhetik puncak rembulan purnama. ,Samadhi pada detik-detik puncak bulan purnama. ,Demam ing wulan iki.
3979,3979,"Akad nikah ditindakaké ing Masjidil Karam, Arab Saudi, kanthi mas kawin seperangkat piranti salat lan dhuwit kang cacahé 1200 real. ","Akad nikah dilaksanakan di Masjidil Haram, Arab Saudi, dengan mas kawin seperangkat alat salat dan uang tunai sebesar 1200 real. ","Penganten akade ditindakake ing Param, Arab Saudi, kanthi pandonga njupuk lan dhuwit kasebut ana 1200 saka nyata."
3980,3980,"Halabja (basa Arab: حلبجة ḥalabǧah, basa Kurdi: Helebce) iku sawijining kutha ing Irak, papané watara 240 km saka Bagdad, kutha krajan Irak. ","Halabjah (bahasa Arab: حلبجة ḥalabǧah, bahasa Kurdi: Helebce) adalah sebuah kota di Irak, terletak sekitar 240 km dari Bagdad, ibu kota Irak. ","Halabja (Arab: حلبجة حلبج AH, Kurdi Kurdi: Helebce) minangka kutha ing Irak, udakara 240 km saka Bagdad, pamrentah Irak."
3981,3981,"Amargi sngrembakanipun kutha, wiyaripun musiyum punika kantun 1,3 ha. ","Karena perkembangan kota, luas museum ini kini menyusut tinggal hanya 1,3 ha saja. ","Amarga saka kutha, Oiner yaiku 1,3 ha."
3982,3982,"Ramanipun Josse Ruiz Blasco, setunggaling profésor seni lan ibunipun Maria Picasso Lopez. ","Ayahnya bernama Josse Ruiz Blasco, seorang profesor seni dan ibunya bernama Maria Picasso Lopez. ","Bapakne Josse Ruiz Blasco, Profesor Art lan Mary Picasso Lopez."
3983,3983,"Ing taun 1945, Mutahar nyambut gawé minangka Sekretaris Panglima Angkatan Laut RI ing Jogjakarta, candhaké dadi punggawa tinggi Sekretariat Nagara ing Jogjakarta (1947). ","Pada tahun 1945, Mutahar bekerja sebagai Sekretaris Panglima Angkatan Laut RI di Jogjakarta, kemudian menjadi pegawai tinggi Sekretariat Negara di Jogjakarta (1947). ","Ing taun 1945, dheweke kerja minangka Sekretaris Panglima Angkatan Angkatan Laut ing Jogjakarta, tekane leproy ing Jogjakarta (1947)."
3984,3984,"Panjenenganipun dados canon regular ing Osma, Spanyol ingkang tumut kanthi ketat aturan ingkang dipunkembangaken déning St. Agustinus ing saandhapipun pimpinan Biskop Diego de Acebo. ","Ia menjadi canon regular di Osma, Spanyol yang mengikuti secara ketat aturan yang dikembangkan oleh St. Agustinus di bawah pimpinan Uskup Diego de Acebo. ","Dheweke dadi kanon sing umum ing Osma, Spanyol sing diarani aturan sing ketat dening St. Agustinus ing Pemimpin Biskolol Diego de Acebo."
3985,3985,Dèwèké ya iku pembalap paling enom spanyol kang kasil ngrebut posisi pole lan podium ing ajang kejuaraan MotoGP. ,Dia adalah pembalap termuda spanyol yang berhasil merebut posisi pole dan podium di ajang kejuaraan MotoGP. ,Supir enom sing enom wis sukses nyekel cagak lan podium ing turnamen MotoGP.
3986,3986,"Wilson inggih punika pembalap tunggal kaliyan namung finish ingkang kapiang gangsal, hasil finish terbail inggih punika posisi ing 10yang punika manggèn ing kapungkasan Grand Prix AS di Watkins Glen, lan gagal kualifikasi ing tiga kesempatan. ","Wilson adalah pembalap tunggal dengan hanya finish lima kali, hasil finish terbail adalah posisi ke 10yang merupakan posisi terakhir di Grand Prix AS di Watkins Glen, dan gagal kualifikasi dalam tiga kesempatan. ","Wilson minangka sopir siji kanthi mung limang sepins, rampung saka istilah yaiku posisi 10yas ing AS Grand Prix ing Watkins Glen, lan kualifikasi ing telung kesempatan."
3987,3987,Nalika iku kertu pos nduwéni jeneng Correspondenz-Karte. ,Caranya: Buat email seperti kartu pos. ,Nalika kertu pos duwe jeneng.
3988,3988,"Sanèsipun puasa 25 jam, wiwit petang dinten 9 Ab ngantos ing wiwit petang dinten salajengipun, ugi wonten5 larangan: Dipunlarang ndahar utawi ngunjuk Dipunlarang mbasuh utawi siram Dipunlarang ngagem krim utawi lenga Dipunlarang ngagem sepatu wacucal Dipunlarang berhubungan badan Becher, Rabbi Mordechai (1995). ","Selain puasa 25 jam, mulai petang hari 9 Ab sampai ke awal petang hari berikutnya, juga ada 5 larangan: Dilarang makan atau minum Dilarang membasuh atau mandi Dilarang memakai krim atau minyak Dilarang memakai sepatu kulit Dilarang berhubungan badan Hari Raya Yahudi Kalender Yahudi ^ a b c d Becher, Rabbi Mordechai (1995). ","25 -hour kanthi cepet, saka wengi saka 5, uga sawetara watesan: adus sing dicithak utawa diangkat sadurunge sepatu wiccal, rabi Mordekhai (1995)."
3989,3989,"Jumbuh karo misine, DAAI TV mokusake diri ing babagan kemanusiaan ya iku ing panyebaran rasa tresna lintas agama, suku, bangsa, lan nagara. ","Sesuai misinya, DAAI TV memfokuskan diri dalam bidang kemanusiaan yang menitikberatkan pada penyebaran cinta kasih lintas agama, suku, bangsa dan negara. ","Nyaman karo misi, TV ing TV minangka awake dhewe kanggo nyebarake agama, suku, negara, lan negara."
3990,3990,Kang Suk Ho mbikak kelas mliginipun ingkang badhé ngirim para siswanipun kanggé ngèlanjutaken pendidikan ing Universitas Cheon-ha. ,Kang Suk Ho membuka kelas khusus yang akan mengirim para siswanya untuk melanjutkan pendidikan di Universitas Cheon-ha. ,Suk-iku ikatan kelas sing bakal ngirim siswa kanggo nggedhekake pendhidhikan ing Universitas Cheon-Ha.
3991,3991,"BA Cityflyer nyekel ijin operasi tipe A saka Otoritas Penerbangan Sipil Britania Raya, kang ngijinakané nggawa penumpang, kargo lan surat sajeroning pesawat kanti kapasitas punjul 20 kursi. ","BA Cityflyer memegang izin operasi tipe A dari Otoritas Penerbangan Sipil Britania Raya, yang mengizinkannya membawa penumpang, kargo dan surat dalam pesawat dengan kapasitas lebih dari 20 kursi. ","BA Cityflyer entuk wewenang Otoritas Otoritas Sipil Inggris, yaiku kanggo njaga penumpang, kargo lan surat ing pesawat kanthi 20 kursi."
3992,3992,Perbandingan elektron igkang betah ngelintasi basis lan gayuh kolektor inggih punika ukuran saking efisiensi transistor. ,Perbandingan elektron yang mampu melintasi basis dan mencapai kolektor adalah ukuran dari efisiensi transistor. ,Perbandingan elektron dhasar ignangki lan kolektor minangka ukuran efisiensi transistor.
3993,3993,Thailand biyèn dikenal minangka Siam nganti tanggal 11 Mèi 1949. ,Kerajaan Thai dahulu dikenal sebagai Siam sampai tanggal 11 Mei 1949. ,Thailand biyen dikenal minangka Siam nganti tanggal 11 1949.
3994,3994,Masarakat panjat gunung Peñalara ngajokakên ing taun 1920-an yèn pqgunungan Guadarrama (ing Basa Sepanyol: Sierra de Guadarrama) kudu didadèkaké taman nasional. ,Masyarakat pendakian Gunung Peñalara mengusulkan pada tahun 1920an bahwa Pegunungan Guadarrama (bahasa Spanyol: Sierra de Guadarrama) harus dijadikan taman nasional. ,Peñalara Gunung Peñalara ing taun 1920 -an Gundarrama (ing Spanyol: Sierra de GuDarrama) kudu dipangan dening Taman Nasional.
3995,3995,"Spence sempet disilihaké ing Leyton Orient, Scunthorpe United lan Bristol City. ","Spence sempat dipinjamkan ke Leyton Orient, Scunthorpe United dan Bristol City. ^ ""Findmypast"". ","Spence nyusun orientasi leyton, scunghorpe United lan Bristol City."
3996,3996,Ing salebeting tarian nggambaraken kahananipun Kutha Magelang ing jaman rikala. ,"Pocapan merupakan ucapan dalang yang berupa narasi yang menceritakan peristiwa yang telah, sedang dan akan berlangsung. ","Ing nari, kutha perkiraan ing kutha Rikala."
3997,3997,"Sanèsipun punika, Disney Channel ugi mproduksi pintnè-pinten filemnya piyambak. ","Selain itu, Disney Channel juga memproduksi beberapa filmnya sendiri. ","Liyane, Disney Channel uga minangka mphort mobile mung."
3998,3998,Etnis kulit ireng ana 90% populasi lan wong kulit putih sakiwa-tengené 7%. ,Etnis kulit hitam mencakup 90% populasi dan orang kulit putih sekitar 7%. ,Etnik ireng yaiku 90% pedunung lan kulit putih sekitar 7%.
3999,3999,"Sylvia Hoeks, Joshua Henry dan Dimitri Leonidas salajengipun ugi katetepaken mlebet ugi ing filem punika. ","Sylvia Hoeks, Joshua Henry dan Dimitri Leonidas menyusul bergabung terlibat dalam film ini. ","HEEKS Sylvia, Joshua Henry lan Dimitri Leonidas uga ana lan ing film kasebut."
4000,4000,"Tegesé ya iku ""Toleran dan Anti Kekerasan"". ","Ia meminta negara-negara anggota untuk menentang ""pemerasan dan intimidasi."" ","Teges yaiku ""toleransi lan anti-terrorism""."
4001,4001,"Istilah ""serealia"" kajupunk saka jeneng dewi tetanèn bangsa Rum: Ceres. ","Istilah ""serealia"" diambil dari nama dewi pertanian bangsa Romawi: Ceres. ","Tembung ""serealali"" yaiku jeneng rega Romawi: ceres."
4002,4002,"Nalika Fifi sakanca main ing Kuala Lumpur, gubernur Malaya kerep teka kanggo nonton lan gubernur iki kang mimpin jargon '""One, two, three, we want Fifi!"". ","Ketika mereka bermain di Kuala Lumpur, gubernur Malaya sering datang menonton, dan dialah yang selalu memimpin seruan, ""One, two, three, we want Fifi!"" ","Nalika Fifi diputer ing Kuala Lumpur, gubernur Malaya asring nonton lan gubernur sing maringi Jargon '"", loro, lan malah FIFI!""."
4003,4003,"Nalika 1 Januari 1984, Présidhèn Soeharto ngisi formulir arep dadi anggota Golkar lan wiwit iku dhèwèké dadi anggota Golkar. ","Pada 1 Januari 1984, Presiden Soeharto mengisi formulir keanggotaan Golkar dan sejak itu ia resmi menjadi anggota Golkar. ","Ing tanggal 1 Januari 1984, Presiden Suharto ngisi bentuk Golkar lan wiwit dadi anggota Golkar."
4004,4004,Keramik putih lajeng dados barang pecah belah ingkang paling kathah dipunproduksi lan dipunremeni ing periode Joseon. ,Keramik putih kemudian menjadi barang pecah belah yang paling banyak diproduksi dan diminati di periode Joseon. ,Keramik putih minangka festival lan ing Joseon.
4005,4005,"Anananging nagara punika berumur pendek amargi ing Januari 1918, republik punika dipunduduki déning Bolshevik. ","Tetapi negara ini berumur pendek karena pada Januari 1918 , republik ini diduduki oleh Bolshevik. ","Anawanior minangka tingkat cendhak ing wulan Januari 1918, Republik kasebut disesuaikan dening Bolshevik."
4006,4006,Nalika wiwitan Perang Dunia I Braun pindhah dhateng Amérika Sarékat saperlu njagi stasiun nirkabel Jerman ingkang dumunung ing Sayville (Long Island) saking serangan déning Marconi Corporation ingkang dipunkendhalikaken Inggris (wekdal punika Amérika Sarékat déréng mandhap ing salebeting perang). ,Pada awal Perang Dunia I Braun pindah ke Amerika Serikat untuk mempertahankan stasiun nirkabel Jerman yang terletak di Sayville (Long Island) terhadap serangan oleh Marconi Corporation yang dikendalikan Inggris (saat itu Amerika Serikat belum terjun dalam perang). ,"Ing wiwitan Perang Dunia, aku arep menyang Amerika Serikat kanggo njaga stasiun nirkabel Jerman sing ana ing perusahaan Marconi sing diarani Inggris, Amerika Serikat nyatakake perang)."
4007,4007,"1948 - Rumah Sakit Simpang dikwasani Walanda manèh, candhaké jenenge diowahi dadi Roemah Sakit Oemoem (RSO) Soerabaja. ","1948 - Rumah Sakit Simpang dikuasai Belanda kembali, kemudiannamanya diubah menjadi Roemah Sakit Oemoem (RSO) Soerabaja. ","1948 - Kasedhiya Juncis Kosed dening Walanda, asmane diowahi dadi Oemoem (rso) Soerabaja."
4008,4008,"Karya mandiri Ciechanover kawiwitan taun 1986, wonten ing Pérangan Biokimia, Technion, Israèl. ","Karya mandiri Ciechanover bermula pada 1986, di Bagian Biokimia, Technion, Israel. ","Karya Ciechanover Ciechanover ing taun 1986, ing bagean biokimia, teknis, Israel."
4009,4009,"Pistol iki wujud pistol mitraliur kang nggunakaké sistem blowback, kang nembakake peluru nggunakaké bolt tertutup.. ","Pistol ini merupakan pistol mitraliur yang menggunakan sistem blowback, yang menembakan peluru menggunakan bolt tertutup.. ","Iki minangka wujud sing nyandhang sifat sing nggunakake sistem blowback, sing nolak bolut kanggo nggunakake bolts sing nyekel."
4010,4010,Hak pendamelanipun filem inggih punika $6.000.000 USD. ,Film tersebut meraih keuntungan sejumlah $6 juta di Amerika Serikat. ,"Film keymage yaiku $ 6,000.000 USD."
4011,4011,IDF modhèren diwangun ing periode antara 1949 nganti taun 1956 liwat pengalaman saka konflik-konflik regional karo tangga-tanggané. ,IDF modern terbentuk pada periode antara 1949 hingga 1956 melalui pengalaman yang diperoleh dari konflik-konflik regional conflicts dengan tetangga-tetangga Arab mereka. ,Idf Senin dibangun ing wektu antara taun 1949 lan ing taun 1956 liwat pengalaman regional regional karo tanggane.
4012,4012,Rangers minangka klub pertama ing Inggris kanggo nggayuh final turnamen UEFA lan menang Piala Winners UEFA ing taun 1972 sawisé dadi runner-up kaping pindho ing taun 1961 lan 1967. ,Rangers adalah klub Inggris pertama yang mencapai final turnamen UEFA dan memenangkan Piala Winners UEFA pada tahun 1972 setelah menjadi runner-up dua kali pada tahun 1961 dan 1967. ,Rangers minangka klub pertama ing Inggris nganti tekan Final Championship UEFA lan menang Pemenang UEFA ing taun 1972 sawise dadi kaping pindho ing juara ing taun 1961 lan 1967.
4013,4013,"Negeri Melaka dipunnyatakaken minangka 'Melaka Maju' nalika 20.10.2010 ing tauh 20:10 mapan ing Stadion Hang Jebat ingkang dipunsampurnakaken déning Mahamantri Malaysia langsung saking Putra World Trade Centre (PWTC), Kuala Lumpur. ","Negeri Melaka dinyatakan sebagai 'Melaka Maju' pada 20.10.2010 pada jam 20:10 di Stadion Hang Jebat yang disempurnakan oleh Perdana Menteri Malaysia langsung dari Putra World Trade Centre (PWTC), Kuala Lumpur. ","Persatuan Mela Korea dijenengi 'ing 20.10.2010 ing Mesir 20:10 ing Mahamanti Malaysia Staraanly of World Trade Center (PWTC), Kuala Lumpur. Kuala Lumpur."
4014,4014,Kandang Besiktas inggih punika BJK Inonu Stadium kaliyan kapasitas 32.145 panggènan linggih. ,Kandang Besiktas adalah BJK Inonu Stadium dengan kapasitas 32.145 tempat duduk. ,Kandhang kandhang yaiku stadion BJK Inonu kanthi 32.145 lungguh.
4015,4015,"Panjenenganipun dados wakil Amérika Sarékat dhateng Majelis Umum PBB saking taun 1945 dumugi taun 1952, dipuntunjuk déning Présidhèn Harry S. Truman lan dipunsarujuki déning Senat Amérika Sarékat. ","Ia menjadi delegasi Amerika Serikat ke Majelis Umum PBB dari tahun 1945 sampai 1952, ditunjuk oleh Presiden Harry S. Truman dan disetujui oleh Senat Amerika Serikat. ","Dheweke nggantosi Amerika Serikat menyang Majelis Umum PBB wiwit taun 1945 nganti 1952, Presiden Harry S. Truman lan terikat karo Senat Amerika Serikat."
4016,4016,"Napas Perempuan (1978), aktrise ya iku Roy Marten karo Rory Anna. ","Napas Perempuan (1978), dibintangi oleh Roy Marten dan Rory Anna. ","Feance Womenears (1978), aktris kasebut yaiku Roy Marten karo Rory Anna."
4017,4017,"Singel kaping kalih, Distance=Kimi to no Kyori dipunrilis 19 September 2007, lan dados ing urutan kaping 3 Oricon. ","Singel kedua, ""Distance ~Kimi to no Kyori"" dirilis 19 September 2007, dan sampai di urutan ke-3 Oricon. ","Single nomer loro, jarak = Kimi ora bisa dibebasake KYori dibebasake tanggal 19 September 2007, lan dadi orion katelu."
4018,4018,Ing pungkasan taun 2006 PT Astra Daihatsu Motor kang dadi Agen Tunggal Pemilik Merek Daihatsu ing Indonésia nggawé versi long wheelbase kang sepisanan ing pasar global kanthi kapasitas penumpang kang cacahé pitu penumpang diwasa. ,"Pada akhir 2006, PT Astra Daihatsu Motor selaku Agen Tunggal Pemegang Merek Daihatsu di Indonesia meluncurkan versi long wheelbase (versi panjang) pertama kali di pasar global dengan kapasitas tujuh penumpang dewasa. ",Ing pungkasan taun 2006 Pt Astra Daihatsu pemilik motor motor -wheel -wheel -Wheatsu minangka versi pertama saka pasar global kanthi pitunjuk penumpang.
4019,4019,"Sapunika, total penduduk Talang Mamak saking Lubuk Tebrau dumugi Melenai cacahipun 265 jiwa. ","Saat ini, total penduduk Talang Mamak dari Lubuk Tebrau hingga Melenai berjumlah 265 jiwa. ","Saiki, populasi apes saka bolongan tebrau kanggo ketemu nomer 265 wong."
4020,4020,Koléksi musiyum gegayutan caket kaliyan perjuangan bangsa Indonésia. ,Koleksi museum berhubungan erat dengan perjuangan bangsa Indonesia. ,Musicyum kerjasama babagan perjuangan saka pelasia Indonesia.
4021,4021,"Wonten ing taun 1913 piyambakipun ngembangaken téyori Niels Bohr babagan struktur atom, ngenalaken orbit elips, satunggaling konsèp ingkang ugi dipunkenalaken déning Arnold Sommerfeld. ","Pada 1913 ia mengembangkan teori Niels Bohr tentang struktur atom, memperkenalkan orbit elips, sebuah konsep yang juga diperkenalkan oleh Arnold Sommerfeld. ","Ing taun 1913, dheweke ngembangake Teyer Niels Bohr ing struktur atom, ngenalake orbit eliptive, konsep sing ana ing Arnold Sommerfeld."
4022,4022,Sawijining perusahaan dagang Jerman ngadegaké cabang ing Kep. ,Sebuah perusahaan dagang Jerman mendirikan cabang di Kep. ,Perusahaan dagang Jerman sing nyiyapake cabang ing Kep.
4023,4023,"Saksampunipun madhang ndalu tiyang Italia biasanya ugi nikmati aktivitas mangan ngantos ndalu, nanging kaliyan menu ingkang enteng kados ta sup, kombinasi sego lan sayur-sayuran, omelet utawa daging asrep. ","Setelah makan malam orang Italia biasanya juga menikmati aktivitas makan larut malam, namun dengan menu yang ringan seperti sup, kombinasi nasi dan sayur-sayuran, omelet atau daging dingin. ","Sawise lereng menyang Italia, dheweke uga seneng mangan kegiatan mangan, nanging menu lintang, kombinasi segmen lan sayuran."
4024,4024,Kotamadya Dubai kadang kala dipunsebat kutha Dubai kanggé mbedakaken saking Emirat. ,Kotamadya Dubai kadang-kadang disebut Kota Dubai untuk membedakannya dari emirat. ,Dubai Dubacipal kadhangkala diarani Dubai amarga ngganggu Emirat.
4025,4025,"Ing wulan Juni 2014, prodhuser ngurus hak panggiyaran Williams kanggé filem punika sasampunipun ngawontenaken parembagan kaliyan Sony ATV. ","Pada Juni 2014, produser mengurus hak penyiaran musik Williams untuk film ini setelah membuat kesepakatan dengan Sony ATV. ","Ing wulan Juni 2014, prodhuser ngurus Williams kanggo film kasebut minangka nderek Sony ATV."
4026,4026,"Orion, kados ditingali déning Bayer ing Uranometria. ","Orion, seperti dilihat oleh Bayer di Uranometria. ","Orion, kaya lungguh ing Bayer ing Uranometria."
4027,4027,Iluné (banyu ing tutuké) mawa wisa. ,Al-A‘lām (dalam bahasa Arab). ,Kapal (banyu ing) karo wisa.
4028,4028,"Piyambakipun miyos ing Roma lan séda ing San Cesario sul Panaro (Modena) nalika badhé ngawontenaken perjalanan nuju Worms, Jerman. ","Ia lahir di Roma dan meninggal di San Cesario sul Panaro (Modena) pada saat akan mengadakan perjalanan ke Worms, Jerman. ","Dheweke lair ing Roma lan tilar donya ing San Cesario Sul Panaro (Modena) nalika dheweke guyon, Jerman."
4029,4029,Frédéric Joliot dipunangkat dados Komisaris Tinggi kanggo Energi Atom nalika taun 1946. ,Frédéric Joliot diangkat sebagai Komisaris Tinggi untuk Energi Atom pada 1946. ,Jerotabyorrik Joliot ditunjuk komisi dhuwur kanggo energi atom ing taun 1946.
4030,4030,Sakiki komposisi kepemilikan Qatar Airways ya iku 50% déning pamaréntah Qatar lan turahane kanggo investor swasta. ,Saat ini komposisi kepemilikan Qatar Airways adalah 50% oleh pemerintah Qatar dan sisanya investor swasta. ,Ing komposisi kepemilikan Pakaryan Qatar saka firmness Qatar yaiku 50% dening pemerintah Qatar lan tujuan kanggo investor pribadi.
4031,4031,"Maritozzi, penganan manis ingkang ngandut kismis, kacang cemara, lan manisan. ","Maritozzi, penganan manis yang mengandung kismis, kacang cemara, dan manisan. ","Maritozzi, aroma kismis, kromatik, lan manungsa."
4032,4032,"Gyudon misuwur dikenal ing periode awal jaman Meiji, déné Uyakodon wiwit dikenal ing taun 1891. ","Gyudon mulai dikenal di periode awal zaman Meiji, sedangkan Uyakodon baru dikenal pada tahun 1891. ","GYUDU dikenal amarga wektu awal Meiji, dene Uyacdomon pisanan dikenal ing taun 1891."
4033,4033,Ancasing mediasi inggih punika saged nggayuh perdamaian ing antawisipun pihak ingkang gadhah masalah. ,Tujuan dari Mediasi adalah dicapainya perdamaian di antara para pihak yang bermasalah. ,Tujuan mediasi bisa nggayuh katentreman urip.
4034,4034,"Kathah saking lukisan Wright dipungadahi déning dewan kutha Derby, lan dipamerkan ing Museum lan Gladri Seni Derby, saking ngriku kadang dipunpinjamakè ing gladri sanèsipun. ","Banyak dari lukisan Wright dimiliki oleh dewan kota Derby, dan dipamerkan di Museum dan Galeri Seni Derby, dari situ kadang dipinjamkan ke galeri lainnya. ","Akeh lukisan Wright diterangno dening Dewan Kota Derby, lan seni museum lan Derby, saka Walking Gladri."
4035,4035,"Manéka sumber biografi abad kaping 19, kalebet Kamus Biografi Nasional ingkang kadadosan salah pengakuan ing artikel babagan Uap ing ensiklopedia Rees. ","Berbagai sumber biografi abad sembilan belas, termasuk Kamus Biografi Nasional, yang terjadi salah pengakuan dalam artikel tentang Uap di ensiklopedia Rees. ","Macem-macem biografi biografi abad kaping 19, kalebu duta besar biografi sing paling umum ing Rees Ensiklopedia."
4036,4036,Piyambakipun minangka mahamantri ingkang paling dangu angka 2 wonten ing Australia sasampunipun Sir Robert Menzies. ,Ia adalah perdana menteri terlama kedua Australia setelah Sir Robert Menzies. ,"Dheweke dadi Mahamantry sing dadi 2 angka pungkasan, sawise Sir Robert Menzies."
4037,4037,Hipotesis Kondhènsasi Hipotesis kondhènsasi awalé ditélakaké déning astronom Walanda kang jenengé G.P. Kuiper (1905-1973) nalika taun 1950. ,Hipotesis Kondensasi Hipotesis kondensasi mulanya dikemukakan oleh astronom Belanda yang bernama G.P. Kuiper (1905–1973) pada tahun 1950. ,Hipotesis Hipotesis Humanalization Janjian Konstanta Konstanta Dikandhani dening Astronomer Walanda sing jenenge G.P. Kuiper (1905-1973) ing taun 1950.
4038,4038,Dewi Themis ingkang saged mirsani masa ngajeng punika ndadosaken Themis minangka salah satunggal ing Orakel ing Delphi ingkang ing pungkasanipun dados dewi keadilan. ,"Kemampuan dewi Themis untuk melihat masa depan menjadikannya sebagai salah satu Orakel di Delphi, yang pada akhirnya menjadikannya sebagai dewi keadilan. ",Dewi Thema bisa mbuktekake upaya sing tepat iki kanggo nggawe salah sawijining pengumuman Delphi ing keadilan.
4039,4039,Dhèwèké mesti unggul ana kelas. ,Utama adalah kelas tertinggi. ,Dheweke kudu luwih dhuwur tinimbang kelas.
4040,4040,"Sapérangan artèfak jam srengéngé sanèn kapanggih ing Tivoli, Italia taun 1746, ing Castel Nuovo taun 1751, ing Rigano taun 1751, lan ing Pompeii taun 1762. ","Beberapa artefak jam Matahari lain ditemukan di Tivoli, Italia tahun 1746, di Castel Nuovo tahun 1751, di Rigano tahun 1751, dan di Pompeii tahun 1762. ","Sawetara obrolan srengenge ing Tivoli, Italia ing 1746, ing Castel Nuovo ing taun 1751, ing Rigano ing taun 1751, lan ing Pompeii ing taun 1762."
4041,4041,"Perusahaan iki uga ngoprasikaké 7 kilang lenga kanthi kapasitas total 1.051,7 MBSD, pabrik petrokimia kanthi kapasitas total 1.507.950 ton per taun lan pabrik LPG kanthi kapasitas total 102,3 yuta ton per taun. ","Perusahaan ini juga mengoperasikan 7 kilang minyak dengan kapasitas total 1.051,7 MBSD, pabrik petrokimia dengan kapasitas total 1.507.950 ton per tahun dan pabrik LPG dengan kapasitas total 102,3 juta ton per tahun. ","Perusahaan iki uga makaryakke 7 total kapasitas 1.051.7 MBSD, kapasitas total 1,50.950 ton saben taun lan kapasitas LPG kanthi kapasitas 102,3 yuta ton."
4042,4042,"Joseph Pulitzer tilar donya taun 1911 nalika tindhakan nitih kapal pesiare pas labuh ana ing kutha Charleston, praja South Carolina. ","Joseph Pulitzer meninggal tahun 1911 di atas kapal pesiar peristirahatannya yang sedang berlabuh di Charleston, South Carolina. ","Joseph Pulitzer tilar donya ing taun 1911 nalika ing sikil Charleston, kutha South Carolina."
4043,4043,"Musiyum Kayu Wanagama, Désa Bunder, Kec. ","Museum Kayu Wanagama, Desa Bunder, Kec. ","Wagagama Wood Seater, desa bunder, Kec."
4044,4044,"Dhuwuring awak ing wiwitan sirip dorsal punika 13,9 – 21,6 (16,6) % SL. ","Tinggi badan (di awal sirip dorsal) 13,9 – 21,6 (16,6) % SL. ","Awak ing wiwitan sutra dorsal yaiku 13,9 - 21.6 (16,6) SL."
4045,4045,"Lelungo ing Jerman, Austria, lan Italia, Ngawen panelitian ngenani buku kang dicetak lan kang diperintahake déning sang kurfürst ngenani sajarah Kulurawa Braunschweig. ","Bepergian secara luas di Jerman, Austria, dan Italia, mebuat penelitian mengenai buku yang diperintahkan oleh sang kurfürst mengenai sejarah Kelurga Braunschweig. ","Lol ing Jerman, Austria, lan Italia, panaliten buku - buku sanak keluarga lan dicithak ing sejarah Braunschweig."
4046,4046,"Email kang ukurane 1 MB, manawi mlebu ning push e-mail bisa dadi 10 kb kang isiné isih padha. ",Sebuah surat elektronik berukuran 1 MB jika diterima melalui push e-mail dapat menjadi 10 KB dengan isi yang tetap. ,"Email Ukuran 1 MB, yen ngetik dorongan email bisa dadi 10 KB sing ngemot isih padha."
4047,4047,Wektu tanggal 13 Agustus nomor pundhaké owah saka angka 16 dadi 10. ,Pada tanggal 13 Agustus nomor punggungnya berubah dari angka 16 menjadi 10. ,Wektu tanggal 13 Agustus nomer pesenan saka tokoh 16 nganti 10.
4048,4048,Miturut Perang Koréa upaya nglampahi renovasi kanthi ageng punika dipunwontenaken nalika taun 1960-an déning almarhum Présidhèn Park Chung-hee. ,"Seusai Perang Korea, usaha renovasi besar-besaran dilakukan pada tahun 1960-an oleh almarhum presiden Park Chung-hee. ",Miturut upaya perang Korea kanggo ngrampungake renovasi sing gedhe banget ing taun 1960 dening Presiden Taman Chung-Hee.
4049,4049,Instagram uga bisa ngetokaké foto-foto mawi instan kaya polaroid. ,"Instagram juga dapat menampilkan foto-foto secara instan, seperti polaroid di dalam tampilannya. ",Instagram uga kalebu gambar instan kayata polaroid.
4050,4050,"Panjupukan gambar diwiwiti ing 13 April 2015, ing Toronto, Ontario, Canada uga syuting tambahan ing Chicago, Illinois, lan dipungkasi ing Agustus taun iku. ","Pengambilan gambar utama dimulai pada 13 April 2015 di Toronto, Ontario, Kanada dengan pemfilman tambahan di Chicago, Illinois, dan berakhir pada bulan Agustus pada tahun tersebut. ","Panyimpen gambar wiwit tanggal 13 April 2015, ing Toronto, Ontario, Kanada uga digawe film ing Chicago, Illinois, lan ana ing wulan Agustus taun iki."
4051,4051,"Nalika taun 1895, dhèwèké ngraman ing Kanton, nanging bisa dikalahaké. ","Pada tahun 1895, ia memimpin suatu pemberontakan di Kanton, tetapi dapat diredam. ","Ing taun 1895, dheweke mrentahake ing Kanton, nanging kalah."
4052,4052,Musa lan Harun diutus marang Bangsa Mesir Kuno lan Bani Israèl ing Mesir. ,Musa dan Harun diutus untuk bangsa Mesir Kuno dan Bani Israel di Mesir. ,Nabi Musa lan Imam Harun dikirim menyang Mesir kuna lan anak Israel ing Mesir.
4053,4053,"Brahma Putra, ing bukunipun ""Karo Sepanjang Zaman"" ngandharaken bilih raja pungkasan suku Karo ing Acèh Besar inggih punika Manang Ginting Suka. ","Brahma Putra, dalam bukunya ""Karo Sepanjang Zaman"" mengatakan bahwa raja terakhir suku Karo di Aceh Besar adalah Manang Ginting Suka. ","Brahma putrane, ing bukune ""sepisanan"" ujar manawa raja sing pungkasan raja kanthi ginning Akah sing gedhe."
4054,4054,Klub punika dipunbentuk warsa 1919 ingkang nyusul pembubaran tim sadérnégipun Leeds City FC déning The Football League. ,Klub ini dibentuk pada tahun 1919 menyusul pembubaran tim pendahulunya Leeds City FC oleh The Football League. ,Klub kasebut minangka kawicaksanan taun 1919 sing nggawe Tebres Kota FC Kota FC Kota FC.
