,id,text,label,ind
4091,4091,"Mbandhingaken DNA sel B (sajinis sel darah putih) wonten ing anak tikus lan tikus diwasa, piyambakipun ngamati bilih gen wonten ing sel B diwasa ing tikus diwasa dipunpindhahaken ing sakitaring, dipunrekombinasi, lan dipunilangaken kanggé mbentuk keragaman kawasan antibodi ingkang kasamektakaken. ","Membandungkan DNA sel B (sejenis sel darah putih) pada anak tikus dan tikus dewasa, ia mengamati bahwa gen dalam sel B dewasa pada tikus dewasa dipindahkan ke sekeliling, direkombinasi, dan dihilangkan untuk membentuk keragaman kawasan antibodi yang tersedia. ","Peningkatan sel DNA (sejenis sel darah putih) pada tikus dan tikus dewasa, mengamati bahwa gen dalam sel dewasa pada tikus dewasa ditransfer, disesuaikan, dan dihilangkan untuk membentuk berbagai antibodi yang ada."
4092,4092,Piranti mau kapasang wonten ing Sputnik 3. ,Peralatan tersebut dipasang di Sputnik 3. ,Peralatan dipasang di Sputnik 3.
4093,4093,Cucuk Espe tauadi aktor teater paling apik ing Peksiminas III ing Taman Ismail Marzuki Jakarta (1995). ,Cucuk Espe pernah menjadi aktor teater terbaik pada Peksiminas III di Taman Ismail Marzuki Jakarta (1995). ,Kakek Espe adalah aktor teater terbaik di Peksiminas III di Ismail Marzuki Jakarta (1995).
4094,4094,"Anggrèk mawar ing basa Latin inggih punika Eria flavescens, punika wit asli asal Jawa, Sumatera dan Malaysia. ","Anggrek mawar dalam bahasa Latin adalah Eria flavescens, tumbuhan ini merupakan tumbuhan asli yang berasal dari Jawa, Sumatera dan Malaysia. ","Anggrek mawar dalam bahasa Latin adalah Eria flavescens, tanaman ini adalah tanaman asli yang berasal dari Jawa, Sumatra dan Malaysia."
4095,4095,"Massa kuantum elektron bisa ditentukaké migunakaké spektroskopi kang akèh macemé lan racaké digathukaké karo tetapan Rydberg, jari-jari Bohr, lan jari-jari elektron klasik. ","Massa kuantum sebuah elektron dapat ditentukan menggunakan berbagai macam spektroskopi dan utamanya berkaitan erat dengan tetapan Rydberg, jari-jari Bohr, dan jari-jari elektron klasik. ","Massa kuantum elektron dapat ditentukan dengan menggunakan berbagai spektroskopi dan terutama terkait dengan konstanta Rydberg, jari -jari Bohr, dan jari -jari elektron klasik."
4096,4096,"Lee Hyun Woo minangka Hong Chan Doo Ngeremeni jogèd breakdance, keluarganipun asalipun saking kalangan menengah atas, nanging ing salebeting kulawarga piyambakipun dipunanggep dados ingkang terbodoh ing antawisipun saudara - saudaranya. ","Lee Hyun Woo sebagai Hong Chan Doo Menyukai tari breakdance, keluarganya berasal dari kalangan menengah atas, namun di dalam keluarga ia dianggap sebagai yang terbodoh di antara saudara - saudaranya. ","Lee Hyun Woo sebagai Hong Chan Doo suka tarian breakdance, keluarganya berasal dari kelas menengah atas, tetapi di keluarganya ia dianggap paling bodoh di antara saudaranya."
4097,4097,"Suhu paling panas ya iku 40.8 °C lan suhu paling adhem 9.9 °C. Suhu paling adhem kacathet kadadéan ing sasi Januari 1924, Januari 1955, Januari 1974 lan Dhésèmber 1999. ","Suhu terpanas adalah 40.8 °C dan suhu terdingin adalah 9.9 °C. Suhu terdingin tercatat terjadi pada Januari 1924, Januari 1955, Januari 1974 dan Desember 1999. ","Suhu terpanas adalah 40,8 ° C dan suhu terdingin adalah 9,9 ° C. Suhu terdingin dicatat pada Januari 1924, Januari 1955, Januari 1974 dan Desember 1999."
4098,4098,"Nalika tanggal 25 Agustus 2012, Armstrong tilar donya ing Cincinnati, Ohio, ing umur 82 taun amarga komplikasi saka panyumpelan sirkulasi koronèr. ","Pada tanggal 25 Agustus 2012, Armstrong meninggal dunia di Cincinnati, Ohio, pada usia 82 tahun akibat komplikasi dari penyumbatan arteri koroner. ","Pada 25 Agustus 2012, Armstrong meninggal di Cincinnati, Ohio, pada usia 82 karena komplikasi dari penyumbatan arteri koroner."
4099,4099,Otoritarianisme Ataturk ingkang dipuncerahaken nilar ruangan ingkang cekap kanggé kagesangan privat ingkang bébas. ,Otoritarianisme Atatürk yang dicerahkan meninggalkan ruangan yang memadai untuk kehidupan privat yang bebas. ,Autoritarianisme Atatürk tercerahkan untuk meninggalkan ruang yang cukup untuk kehidupan pribadi gratis.
4100,4100,"Andhak?, Ndak? = mangsa sih?, 28. ",Sudah pasti dong. - Sudah pasti / Tentu saja. ,Tentu saja. - Tentu saja / tentu saja.
4101,4101,"Sawisé lulus sekolah tinggi kanthi prestasi cum-laude, Calvin Coolidge lekas makarya ing babagan hukum lan pulitik. ","Setelah tamat sekolah tinggi dengan prestasi cum-laude, Calvin Coolidge mulai berkecimpung dalam bidang hukum dan politik. ","Setelah lulus dari sekolah menengah dengan prestasi cum-laude, Calvin Coolidge mulai terlibat dalam hukum dan politik."
4102,4102,Nick Joaquin duwé pendhapat yèn Révolusi 1896 kang dibawahi Cavitenos dibédakaké saka pambrontakan Bonifacio kang wurung ing Manila. ,Nick Joaquin berpendapat bahwa Revolusi 1896 yang dipimpin oleh Cavitenos dibedakan dari pemberontakan Bonifacio yang gagal di Manila. ,Nick Joaquin berpendapat bahwa revolusi 1896 yang dipimpin oleh Cavitenos dibedakan dari pemberontakan Bonifacio yang gagal di Manila.
4103,4103,] ] ] Bukit Kemuning iku kacamatan ing Kabupatèn Lampung Lor propinsi Lampung. ,Bahkan bendungan Jatiluhur yang berada di Kabupaten Purwakarta pun terlihat jelas dari puncak Gunung Sanggabuana. ,Bahkan bendungan Jatiluhur di distrik Purwakarta jelas terlihat dari puncak Gunung Sangiana.
4104,4104,Sawentara populasi ing Sumatra isih perlu ditetapake. ,Sementara populasi di Sumatra masih perlu ditetapkan. ,Bahkan orang -orang Sumatra masih perlu diciptakan.
4105,4105,Brussels Airlines diwangun sawisé penggabungan SN Brussels Airlines (SNBA) lan Virgin Express. ,Brussels Airlines dibentuk setelah penggabungan SN Brussels Airlines (SNBA) dan Virgin Express. ,Brussels Airlines dibentuk setelah kombinasi SN Brussels Airlines (SNBA) dan Virgin Express.
4106,4106,"Ing filem Ada Kamu, Aku Ada kang dibintangi Andhika lan Bunga Citra Lestari, Andhika uga main dadi musisi. ","Dalam film Ada Kamu, Aku Ada yang dibintanginya bersama Bunga Citra Lestari, Andhika juga bermain sebagai musisi. ","Dalam film Anda, saya telah membintangi citra berkelanjutan, Andhika juga bermain sebagai musisi."
4107,4107,"STIE Ahmad Dahlan Jakarta ngerti yèn ngèlmu manajemen, keuangan, perbankan, lan akuntansi iku ngèlmu-ngèlmu kang mesthi diperlokake ing masarakat, ing sabendinane. ","STIE Ahmad Dahlan Jakarta menyadari bahwa ilmu manajemen, keuangan, perbankan, dan akuntansi dengan pelbagai variannya adalah bidang-bidang yang selalu dibutuhkan dan tetap eksis sepanjang kehidupan manusia dengan berbagai bentuk dan perubahannya. ","Stie Ahmad Dahlan Jakarta menyadari bahwa manajemen, keuangan, perbankan, dan ilmu akuntansi dengan berbagai varian adalah area yang selalu dibutuhkan dan terus ada sepanjang kehidupan berbagai bentuk dan perubahan."
4108,4108,"Ryoji Noyori miyos wonten ing tlatah Kobe, Jepang. ","Ryoji Noyori dilahirkan di Kobe, Jepang. ","Ryoji Noyori lahir di Kobe, Jepang."
4109,4109,"Haumea (rata-rata 43,34 SA) lan Makemake (rata-rata 45,79 SA) iku loro objèk gedhé dhéwé kang dikawruhi ing njero sabuk Kuiper klasik. ","Haumea (rata-rata 43,34 SA) dan Makemake (rata-rata 45,79 SA) adalah dua objek terbesar sejauh ini di dalam sabuk Kuiper klasik. ","Haumea (rata -rata 43,34 SA) dan Makemake (rata -rata 45,79 SA) adalah dua objek terbesar sejauh ini di sabuk klasik Kuiper."
4110,4110,Asas-asas Linguistik Umum. ,Pengantar Linguistik Umum. ,Pengantar Linguistik Umum.
4111,4111,Kawegiganipun minangka ninja kathah fokus wonten ing taijutsu. ,Kemampuannya sebagai ninja banyak terfokus pada taijutsu. ,Kemampuannya sebagai ninja yang berfokus pada Taijutsu.
4112,4112,Nyebar ing Indochina lan Malesia. ssp. malesianus var. echinatus. ,Menyebar di Indochina dan Malesia. ssp. malesianus var. echinatus. ,Menyebar di Indocina dan Malaysia. Ssp. Malesianus var. Echinatus.
4113,4113,Montor mabur iki dikembangaké luwih lanjut dadi ATR 72. ,Pesawat ini dikembangkan lebih lanjut menjadi ATR 72. ,Pesawat terus tumbuh menjadi ATR 72.
4114,4114,Conto saka inflorescences frondose ing Aristolochia clematitis. ,Contoh perbungaan frondose pada Aristolochia clematitis. ,Contoh bunga frondose di Aristolochia clematitis.
4115,4115,Ing taun 1905 Jepang menang wonten ing Perang Russo-Jepang ingkang Rusia dipunsingkiraken saking Koréa lan Kamaharajan Jepang ndhèrèk urusan ing nagari Koréa. ,"Pada tahun 1905, Jepang menang dalam Perang Russo-Jepang dimana Rusia disingkirkan dari Korea dan Kekaisaran Jepang mulai ikut campur urusan dalam negeri Korea. ","Pada tahun 1905, Jepang memenangkan Perang Russo-Jepang di mana Rusia dibebaskan dari Korea dan Kekaisaran Jepang mulai campur tangan dalam urusan internal Korea."
4116,4116,"Wiwit Kamis, 14 Fèbruari 2008 pukul 19:30 WIB, Lativi kanthi resmi gantos nama dados tvOne. ","Mulai Kamis, 14 Februari 2008 pukul 19:30 WIB, Lativi secara resmi berganti nama menjadi tvOne. ","Mulai Kamis, 14 Februari 2008 pukul 19:30 WIB, Lativi secara resmi mengubah namanya menjadi TVone."
4117,4117,Wiwit taun 1980-an inggih punika masa ekspansi. ,"Pada tahun 1980-an, insiden tersebut berkembang dengan cepat. ","Pada 1980 -an, insiden ini berkembang pesat."
4118,4118,Vergilius nyerap karya klasikipun ingkang sepindhah Eclogues antawis taun 42 SM – 39 SM ing wangun kempalan satunggiling puisi. ,Vergilius menulis karya klasiknya yang pertama Eclogues antara tahun 42 SM – 39 SM dalam bentuk kumpulan sepuluh puisi. ,Vergilius menulis karya klasik pertamanya antara 42 SM - 39 SM dalam bentuk sepuluh koleksi puisi.
4119,4119,"Ing abad ke-19, Georges Cuvier nggabungna ctenophore lan cnidaria ing Radiata. ","Pada awal abad ke-19, Georges Cuvier menggabungkan ctenophore dan cnidaria di Radiata. ","Pada awal abad ke -19, Georges Cuvier menggabungkan ctenophore dan cnidaria di radiata."
4120,4120,"Vladimir Voronin Nicolaevici lair ing désa Corjova, Distrik Dubăsari Républik Sosialis Soviet Moldavia. ","Vladimir Voronin Nicolaevici lahir di desa Corjova, Distrik Dubăsari Republik Sosialis Soviet Moldavia. ","Vladimir Voronin Nicolaevici lahir di Kampung Corjova, Distrik Dubăsari, Republik Sosialis Soviet Moldavia."
4121,4121,"Bapake, Benjamin Pierce, ya iku pejuang ing Revolusi Kamardikan Amérika lan ping pindho njabat Gubernur praja New Hampshire. ","Ayahnya, Benjamin Pierce, adalah salah seorang pejuang dalam Revolusi Kemerdekaan Amerika dan dua kali menjabat Gubernur negara bagian New Hampshire. ","Ayahnya, Benjamin Pierce, adalah salah satu pejuang dalam Revolusi Kemerdekaan Amerika dan dua kali sebagai gubernur New Hampshire."
4122,4122,"Pemegang saham mayoritas ya iku PT Saratoga Investment Group ya iku 51%, lan dipeloni déning Tiger Airways saka Singapura ya iku 33%, lan 16% turahane diduwèni déning pemegang saham lawas lan para kreditor. ","Pemegang saham mayoritas adalah PT Saratoga Investment Group sebesar 51%, diikuti oleh Tiger Airways dari Singapura sebesar 33%, dan 16% sisanya dimiliki oleh pemegang saham lama dan para kreditor. ","Pemegang saham mayoritas adalah PT Saratoga Investment Group sebesar 51%, diikuti oleh Tiger Airways of Singapura sebesar 33%, dan 16%sisanya dimiliki oleh pemegang saham lama dan kreditor."
4123,4123,"Ing taun 2012, ing ngandhapipun New Pallapa lan karo label Perdhana Record. ","Ditahun 2012, Dibawah naungan New Pallapa dan bersama labelnya Perdana Record. ","Pada 2012, di bawah naungan Pallapa baru dan bersama -sama dengan label, catatan perdana."
4124,4124,Islam ya iku agama mayoritas ing Indonésia. ,Islam adalah agama mayoritas di Indonesia. ,Islam adalah agama mayoritas di Indonesia.
4125,4125,"Objèk liya kang mungkin bakal diklasifikasikaké minangka planit cilik ya iku: Sedna, Orcus, lan Quaoar. ","Objek lain yang mungkin akan diklasifikasikan sebagai planet kerdil adalah: Sedna, Orcus, dan Quaoar. ","Objek lain yang dapat diklasifikasikan sebagai planet planet adalah: Sedna, Orcus, dan Quaoar."
4126,4126,Wujud stabil antimon ya iku logam biru-putih. ,Bentuk stabil antimon adalah logam biru-putih. ,Bentuk antimon yang stabil adalah logam biru-putih.
4127,4127,Salanjengipun panjenenganipun dados asistèn ing laboratorium kimia. ,Setelah itu ia menjadi asisten di laboratorium kimia. ,Setelah itu ia menjadi penolong di laboratorium kimia.
4128,4128,"Wulan Oktober 2013, ASWAJA TV molai nyiapna kanggo nekakna fitur giyaran streaming kang target pemirsane Muslim kang ana ana ing kawasan Asia lan Australia. ","Pada bulan Oktober 2013, ASWAJA TV mulai mempersiapkan untuk bisa menghadirkan fitur siaran streaming dengan target pemirsa Muslim yang berada di kawasan Asia dan Australia. ","Pada Oktober 2013, Aswaja TV mulai dapat memberikan fitur penyiaran streaming dengan penonton Muslim Target di Asia dan Australia."
4129,4129,"Haruhara London 2011 iku rerangkèn haruhara sipil lan jarah rayah sing kadadéan ing London, diwiwiti ing Tottenham, North London, tanggal 6 Agustus 2011 sawisé pambedhil fatal marang warga sipil umur 29 taun, Mark Duggan déning punggawa saka Metropolitan Police Service. ","Kerusuhan London 2011 adalah serangkaian kerusuhan sipil dan penjarahan yang terjadi di London, berawal di Tottenham, North London, pada 6 Agustus 2011 setelah penembakan fatal terhadap warga sipil berusia 29 tahun, Mark Duggan oleh petugas dari Metropolitan Police Service. ","London Riot 2011 adalah serangkaian kerusuhan dan lingers publik di London, dimulai di Tottenham, London Utara, pada 6 Agustus 2011 setelah menembak 29 tahun, Mark Duggan oleh para pejabat dari Layanan Kepolisian Metropolitan."
4130,4130,"Gedung iki wiwit diyasa taun 1929 lan ing tanggal 14 Januari 1933 dibuka resmi déning C.J Karel Van Aalst, Présidhèn NHM kaping 10. ","Gedung ini mulai dibangun tahun 1929 dan pada tanggal 14 Januari 1933 dibuka secara resmi Oleh C.J Karel Van Aalst, Presiden NHM ke-10. ","Bangunan ini pertama kali dibangun pada tahun 1929 dan pada 14 Januari 1933 secara resmi dibuka oleh C.J Karel Van Aalst, presiden NHM 10."
4131,4131,Dolanan iku kalebu pengalaman pasinaonan ingkang nyenengaken. ,Semuanya memberikan pengalaman yang tak terlupakan. ,Semuanya memberikan pengalaman yang tak terlupakan.
4132,4132,"Sawisé Walanda ngakoni kedaulatan Indonésia ing taun 1949, Yusuf Ronodipuro lenggah manèh dadi Kepala RRI Serikat. ","Setelah Kerajaan Belanda mengakui kedaulatan Indonesia pada tahun 1949, Yusuf Ronodipuro menjabat kembali sebagai Kepala RRI Serikat. ","Setelah pemerintah Belanda yang diakui oleh kedaulatan Indonesia pada tahun 1949, Joseph Ronodipuro menjabat sebagai kepala serikat pekerja."
4133,4133,"Wujud stabil saka helium, unsur paling ènthèng, duwé 2 proton lan 2 neutron. ","Bentuk stabil dari helium, unsur teringan berikutnya, mempunyai 2 proton dan 2 neutron. ","Bentuk helium yang stabil, elemen paling ringan berikutnya, memiliki 2 proton dan 2 neutron."
4134,4134,"Eri Kisaki (妃 英里, Kisaki Eri?) ya iku ibu Ran Mouri minangka istri Kogoro Mouri. ","Eri Kisaki (妃 英理, Kisaki Eri) adalah ibu Ran Mouri sekaligus istri Kogoro Mouri. ","Eri Kisaki (妃 英理 英理 英理, Kisaki Eri) adalah ibu dan istri Mouri dari Kogoro Mouri."
4135,4135,"IDF nggantèkaké Haganah (mligi, cabang operasionalé, Palmach) minangka militèr permanen saka nagara Yahudi iki. ","IDF menggantikan Haganah (khususnya, cabang operasionalnya, Palmach) sebagai militer permanen dari negara Yahudi ini. ","IDF menggantikan Haganah (khususnya, cabang operasinya, Palmach) sebagai pasukan permanen negara Yahudi ini."
4136,4136,"Ing wulan Dhésèmber 1997, Dockyard Garden sampun dados Peninggalan Budaya Penting Jepang. ","Pada bulan Desember 1997, Dockyard Garden telah ditetapkan sebagai Peninggalan Budaya Penting Jepang. ","Pada bulan Desember 1997, The Dockyard Garden ditetapkan sebagai warisan budaya Jepang yang penting."
4137,4137,Rambut pubis wiwit tuwuh nalika mangsa pubertas. ,Pertumbuhan rambut ini dimulai pada saat masa pubertas. ,Pertumbuhan rambut ini dimulai selama masa pubertas.
4138,4138,Situmorang ya iku kurator Sastra ing Festival Kesenian Yogyakarta (FKY) periode 2005-2008. ,Situmorang adalah kurator Sastra pada Festival Kesenian Yogyakarta (FKY) periode 2005-2008. ,Situm adalah kurator sastra di Yogyakarta Art Festival (FKY) untuk periode 2005-2008.
4139,4139,"Film iki diwiwiti kanthi adegan nalika inspèktur pulisi (Irrfan Khan) ing Mumbai, India lagi interogasi lan nyiksa Jamal Malik (Dev Patel), tilas bocah glandhangan saka kampung kumuh Dharavi. ","Film ini dimulai dengan inspektur polisi (Irrfan Khan) di Mumbai, India, menginterogasi dan menyiksa Jamal Malik (Dev Patel), bekas anak jalanan dari kawasan kumuh Dharavi. ","Film ini dimulai dengan seorang inspektur polisi (Irrfan Khan) di Mumbai, India, menafsirkan dan menyiksa Jamal Malik (Dev Patel), mantan putra jalanan dari daerah kumuh Dharavi."
4140,4140,"Tanggal 11 Maret 2006, Slobodan tilar donya ing sel tahanan ing Den Haag, Walanda. ","Pada 11 Maret 2006, ia meninggal di sel tahanannya di Den Haag, Belanda. ","Pada 11 Maret 2006, ia meninggal di sel penahanannya di Den Haag, Belanda."
4141,4141,Konsep modern massa kawanuhaké déning Sir Isaac Newton (1642-1727) ya iku gravitasi lan inersia kang dikembangaké. ,Konsep modern massa diperkenalkan oleh Sir Isaac Newton (1642-1727) dalam penjelasan gravitasi dan inersia yang dikembangkannya. ,Konsep massa modern diperkenalkan oleh Sir Isaac Newton (1642-1727) dalam penjelasan gravitasi dan inersia yang ia kembangkan.
4142,4142,Komisi Dhuwur Britania Raya ing Tonga kang wis ngadeg wiwit taun 1901 ditutup taun 2006. ,"Komisi Tinggi Britania Raya di Tonga telah berdiri sejak 1901, dan ditutup pada 2006. ","Komisi Besar Inggris di Tonga telah didirikan sejak 1901, dan ditutup pada tahun 2006."
4143,4143,"F.R. Blewitt uga duwé pamanggih dhedhasar panaliten ing Delhi, bilih jalak suren kembangbiake ing wulan Juni-Agustus. ","F.R. Blewitt menuturkan berdasarkan pengalamannya di Delhi, bahwasanya jalak suren berkembangbiak pada bulan Juni-Agustus. ","F.R. Blewitt mengatakan berdasarkan pengalamannya di Delhi, Starling Suren Breeding pada bulan Juni-Agustus."
4144,4144,"Charmander (nomer 004 ing national Pokedex, 229 ing Johto, 206 ing Hoenn), ingkang basisipun nama saking salamander mistis ing jaman kuna ingkang tahan nalika dipunobong kanthi latu inggih punika sawijining spésies Pokémon jinis reptile, ingkang minangka gabungan saking salamander lan sakedhik éwahan dinosaurus. ","Charmander (nomor 004 di national Pokedex, 229 di Johto, 206 di Hoenn), yang berbasis nama dari seekor salamander mistis pada zaman kuno yang tahan ketika dibakar dengan api adalah sebuah spesies Pokémon jenis reptile, yang merupakan penggabungan dari salamander dan sedikit sentuhan dinosaurus. ","Charmander (nomor 004 di Pokedex National, 229 di Johto, 206 di Hoenn), berdasarkan nama salamander mistis pada zaman kuno ketika dibakar dengan api adalah spesies reptil Pokémon, yang merupakan kombinasi dari salamander, yang merupakan kombinasi dari Salamanders, yang merupakan kombinasi dari salamander dan sedikit sentuhan dinosaurus."
4145,4145,"Taun 1951, panjenenganipun ngawontenaken kampanye supados saged nyalonaken dhiri dados Wakil Présidhèn Argentina. ","Pada 1951, ia mengadakan kampanye agar dimungkinkan mencalonkan diri menjadi Wakil Persiden Argentina. ","Pada tahun 1951, ia mengadakan kampanye untuk mencalonkan dirinya sebagai perwakilan dari insiden Argentina."
4146,4146,"Saab JAS 39 ""Gripen"" (Griffin) ya iku pesawat tempur saka Swedia kang diprodhuksi déning Saab. ","Saab JAS 39 ""Gripen"" (Griffin) adalah sebuah pesawat tempur supersonik dari Swedia yang diproduksi oleh Saab. ","Saab Jas 39 ""Gripen"" (Griffin) adalah pesawat tempur supersonal Swedia yang diproduksi oleh Saab."
4147,4147,Panjenengane diangkat dadi nabi kira-kira taun 1450 SM. ,Ia diangkat menjadi nabi sekitar tahun 1450 SM. ,Dia diangkat menjadi Nabi sekitar tahun 1450 SM.
4148,4148,"1942-Juwono Sudarsono, Mantri Pertahanan ing Kabinet Indonésia Bersatu. ","1942 - Juwono Sudarsono, Menteri Pertahanan dalam Kabinet Indonesia Bersatu. ","1942 - Juwono Sudarsono, Menteri Pertahanan di Kabinet United Indonesia."
4149,4149,"Nalika taun 2000, Kenneth E. Behring nyumbangaken dana sajumlah AS$80 yuta (sumbangan paling ageng ingkang naté dipuntampi musiyum). ","Pada tahun 2000, Kenneth E. Behring menyumbangkan uang sejumlah AS$80 juta (sumbangan terbesar yang pernah diterima museum). ","Pada tahun 2000, Kenneth E. Behring menyumbangkan uang di US $ 80 juta (kontribusi terbesar yang pernah diterima oleh museum)."
4150,4150,"Ing taun 1870-an, ingkang penemu asmaThomas Alva Edison saking Menlo Park, praja New Jersey, Amérika Sarékat, wiwit derek sarta ing usaha rancang lampu pijar. ","Pada tahun 1870-an, seorang penemu bernama Thomas Alva Edison dari Menlo Park, negara bagian New Jersey, Amerika Serikat, mulai ikut serta dalam usaha merancang lampu pijar. ","Pada tahun 1870 -an, seorang pencipta bernama Thomas Alva Edison dari Menlo Park, Negara Bagian New Jersey, AS, mulai berpartisipasi dalam upaya merencanakan lampu pijar."
4151,4151,Paus Urbanus II lair taun 1042 ing Lagery (cedhak kutha Châtillon-sur-Marne) ing Prancis. ,Paus Urbanus II dilahirkan sekitar tahun 1042 di Lagery (dekat kota Châtillon-sur-Marne) di Prancis. ,Paus Urbanus II lahir sekitar 1042 di Lagery (dekat kota Châtilon -ur -Marne) di Prancis.
4152,4152,Sc.) lan bojoné kang jenengé Monika Sianty Suwanda. ,Sc.) dan seorang istri bernama Monika Sianty Suwanda. ,Sc.) Dan seorang istri bernama Monika Siantion Suwanda.
4153,4153,Ing taun 2011 perusahaan iki mlebu ing Indeks Saham Dow Jones. ,The Global Dow adalah kumpulan indeks saham milik Dow Jones & Company. ,Global Dow adalah kumpulan indeks saham yang dimiliki oleh Dow Jones & Company.
4154,4154,Thomas Jefferson banjur dadi wakil présidhèn kanggo John Adams. ,Thomas Jefferson kemudian menjadi wakil presiden untuk John Adams. ,Thomas Jefferson kemudian menjadi wakil presiden untuk John Adams.
4155,4155,"Paspor Indonésia ing mangsa iku durung bisa dipercaya déning Pamarentah Inggris, para atlek saka Indonésia bisa mèlu tethandinga ing London kanthi migunakaké paspor Walanda lan ora bisa ditampa. ","Paspor Indonesia pada saat itu tidak diakui oleh Pemerintah Inggris, sedangkan kenyataan bahwa atlet-atlet Indonesia hanya bisa berpartisipasi di London dengan memakai paspor Belanda tidak dapat diterima. ","Paspor Indonesia pada waktu itu tidak diakui oleh pemerintah Inggris, sementara fakta bahwa atlet Indonesia hanya dapat berpartisipasi di London menggunakan paspor Belanda yang tidak dapat diterima."
4156,4156,"Piyambaké ana ndhik urutan kaping 4 ndhik pratélan pencetak gol paling akèh timnas Inggris, ndhik ngisoré Bobby Charlton (49), Gary Lineker (48) lan Jimmy Greaves (44). ","Ia menempati urutan ke-4 daftar pencetak gol terbanyak di timnas Inggris, di bawah Bobby Charlton (49), Gary Lineker (48) dan Jimmy Greaves (44). ","Dia berada di pencetak gol terbanyak ke -4 di tim nasional Inggris, di bawah Bobby Charlton (49), Gary Lineker (48) dan Jimmy Greaves (44)."
4157,4157,"Kampung Bustaman kaperang dadi 2 RT, ya iku RT 04 dan 05 lan jembare 0,6 Ha. ","Kampung Bustaman terbagi menjadi 2 RT, yakni RT 04 dan 05 dan memiliki luas 0,6 Ha. ","Desa Bustaman dibagi menjadi 2 RT, yaitu RT 04 dan 05 dan memiliki area 0,6 ha."
4158,4158,Provinsi İstanbul iku provinsi ing Turki. ,Provinsi İstanbul adalah sebuah provinsi Turki. ,Provinsi İstanbul adalah Turki.
4159,4159,"Tahun 1949, perusahaan iki mbentuk Derby Aviation kang basise ing Burnaston cepak Derby lan Wolverhampton Aviation ing Pendeford, cedhak Wolverhampton kang mènèhi penerbangan charter lan kargo ad-hoc kanti pesawat De Havilland Dragon Rapide, uga perawatan lan broker pesawat. ","Tahun 1949, perusahaan ini membentuk Derby Aviation yang berbasis di Burnaston dekat Derby dan Wolverhampton Aviation di Pendeford, dekat Wolverhampton yang memberikan penerbangan charter dan kargo ad-hoc dengan pesawat De Havilland Dragon Rapide, juga perawatan dan broker pesawat. ","Pada tahun 1949, perusahaan ini membentuk penerbangan Derby yang berbasis di Burnaston di dekat Derby dan Wolverhampton Aviation di Deform, dekat Wolverhampton yang menyediakan piagam ad-hoc dan penerbangan kargo dengan de Havilland Dragon Rapide, serta pialang pemeliharaan dan pesawat terbang."
4160,4160,"Amargi Bebungah Nobel ingkang naté dipuncepeng sarta anugerah saking Televisi Perancis, Dausset saged ndamel Pusat Studi Polimorfisme Manungsa (CEPH) nalika taun 1984, ingkang sapunika namanipun sampun dipun-gantos dados Foundation Jean Dausset-CEPH. ","Dengan Penghargaan Nobelnya dan anugerah dari Televisi Prancis, Dausset bisa membentuk Pusat Studi Polimorfisme Manusia (CEPH) pada tahun 1984, yang kemudian berubah nama menjadi Foundation Jean Dausset-CEPH. ","Dengan Hadiah Nobel dan penghargaan dari televisi Prancis, Dausset dapat membentuk Pusat Studi Polimorfisme Manusia (CEPH) pada tahun 1984, yang kemudian mengubah namanya menjadi Yayasan Jean Dauset-CEP."
4161,4161,"Sawijining sekolah kecil dipunyasa wonten ing Pura Noordeinde saking pamanggihipun pengajar Jan Lightart saèngga, nalika yuswanipun ngancik angka 6 taun, sang Putri saged pikantuk pendidikan utamanipun sesarengan kaliyan kancanipun. ","Sebuah sekolah kecil dibangun di Istana Noordeinde atas saran pengajar Jan Lightart sehingga, ketika berumur enam tahun, sang Putri bisa mendapatkan edukasi utamanya bersama dengan teman sebayanya. ","Sebuah sekolah kecil dibangun di istana Noordeinde atas saran guru Jan Lightart sehingga, ketika dia berusia enam tahun, sang putri bisa mendapatkan pendidikan utamanya dengan teman -temannya."
4162,4162,CRJ900 ya iku versi pandawanan kanti kapasitas 76 nganti 90 kursi saka CRJ700. ,CRJ900 adalah versi perpanjangan berkapasitas 76-90 kursi dari CRJ700. ,CRJ900 adalah versi koneksi dengan kapasitas 76-90 kursi dari CRJ700.
4163,4163,Seoul Metropolitan Subway dipundawakaken setunggal baris kanggé layanan Asan nalika tanggal 15 Dhésèmber 2008. ,Seoul Metropolitan Subway diperpanjang satu baris untuk layanan Asan pada tanggal 15 Desember 2008. ,Metropolitan Subway Seoul diperpanjang oleh satu baris untuk layanan asan pada 15 Desember 2008.
4164,4164,Piyambakipun lajeng dados raja Khmer Angkor ingkang paling agung. ,Ia kemudian menjadi raja Khmer Angkor yang paling agung. ,Dia kemudian menjadi raja terhebat Khmer Angkor.
4165,4165,"Peran sepisanane diwiwiti ing filem The Clique, diprodhuksi déning Tyra Banks minangka Alicia Naya Rivera. ","Peran pertamanya dimulai dalam film The Clique, diproduksi oleh Tyra Banks sebagai Alicia Naya Rivera. ","Peran pertamanya dimulai dalam film The Clique, yang diproduksi oleh Tyra Banks sebagai Alicia Naya Rivera."
